,vignette,actor,infotype,use,inference,type
10,"A browser allows small trackers owned by a data broker to collect your likes, clicks and engagement online. Based on the collected data and people similar to you, the data broker is able to infer about your demographics such as age, gender, race, family status, income, sexual orientation etc.. The data broker then keeps this knowledge about you and others in order to place ads targeted to you while on their site.",browser,"your likes, clicks and engagement online",to place ads targeted to you while on their site,"demographics such as age, gender, race, family status, income, sexual orientation etc.",web5
11,"A browser allows small trackers owned by a data broker to collect your likes, clicks and engagement online. Based on the collected data and people similar to you, the data broker is able to infer about your your emotional state or your mood. The data broker then keeps this knowledge about you and others in order to place ads targeted to you while on their site.",browser,"your likes, clicks and engagement online",to place ads targeted to you while on their site,your emotional state or your mood,web5
12,"A browser allows small trackers owned by a data broker to collect your likes, clicks and engagement online. Based on the collected data and people similar to you, the data broker is able to infer about your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.). The data broker then keeps this knowledge about you and others in order to place ads targeted to you while on their site.",browser,"your likes, clicks and engagement online",to place ads targeted to you while on their site,"friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web5
13,"A browser allows small trackers owned by a data broker to collect your likes, clicks and engagement online. Based on the collected data and people similar to you, the data broker is able to infer about your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.). The data broker then keeps this knowledge about you and others in order to place ads targeted to you while on their site.",browser,"your likes, clicks and engagement online",to place ads targeted to you while on their site,"interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web5
14,"A browser allows small trackers owned by a data broker to collect your likes, clicks and engagement online. Based on the collected data and people similar to you, the data broker is able to infer about your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.). The data broker then keeps this knowledge about you and others in order to place ads targeted to you while on their site.",browser,"your likes, clicks and engagement online",to place ads targeted to you while on their site,"recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web5
15,"A browser allows small trackers owned by a data broker to collect your likes, clicks and engagement online. Based on the collected data and people similar to you, the data broker is able to infer about your demographics such as age, gender, race, family status, income, sexual orientation etc.. The data broker then keeps this knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution).",browser,"your likes, clicks and engagement online","to sell access to their data (e.g., to a potential buyer or lending institution)","demographics such as age, gender, race, family status, income, sexual orientation etc.",web5
16,"A browser allows small trackers owned by a data broker to collect your likes, clicks and engagement online. Based on the collected data and people similar to you, the data broker is able to infer about your your emotional state or your mood. The data broker then keeps this knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution).",browser,"your likes, clicks and engagement online","to sell access to their data (e.g., to a potential buyer or lending institution)",your emotional state or your mood,web5
17,"A browser allows small trackers owned by a data broker to collect your likes, clicks and engagement online. Based on the collected data and people similar to you, the data broker is able to infer about your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.). The data broker then keeps this knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution).",browser,"your likes, clicks and engagement online","to sell access to their data (e.g., to a potential buyer or lending institution)","friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web5
18,"A browser allows small trackers owned by a data broker to collect your likes, clicks and engagement online. Based on the collected data and people similar to you, the data broker is able to infer about your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.). The data broker then keeps this knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution).",browser,"your likes, clicks and engagement online","to sell access to their data (e.g., to a potential buyer or lending institution)","interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web5
19,"A browser allows small trackers owned by a data broker to collect your likes, clicks and engagement online. Based on the collected data and people similar to you, the data broker is able to infer about your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.). The data broker then keeps this knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution).",browser,"your likes, clicks and engagement online","to sell access to their data (e.g., to a potential buyer or lending institution)","recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web5
20,"A browser allows small trackers owned by a data broker to collect your location. Based on the collected data and people similar to you, the data broker is able to infer about your demographics such as age, gender, race, family status, income, sexual orientation etc.. The data broker then keeps this knowledge about you and others in order for others to place ads targeted to you while you are online later.",browser,your location,for others to place ads targeted to you while you are online later,"demographics such as age, gender, race, family status, income, sexual orientation etc.",web5
21,"A browser allows small trackers owned by a data broker to collect your location. Based on the collected data and people similar to you, the data broker is able to infer about your your emotional state or your mood. The data broker then keeps this knowledge about you and others in order for others to place ads targeted to you while you are online later.",browser,your location,for others to place ads targeted to you while you are online later,your emotional state or your mood,web5
22,"A browser allows small trackers owned by a data broker to collect your location. Based on the collected data and people similar to you, the data broker is able to infer about your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.). The data broker then keeps this knowledge about you and others in order for others to place ads targeted to you while you are online later.",browser,your location,for others to place ads targeted to you while you are online later,"friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web5
23,"A browser allows small trackers owned by a data broker to collect your location. Based on the collected data and people similar to you, the data broker is able to infer about your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.). The data broker then keeps this knowledge about you and others in order for others to place ads targeted to you while you are online later.",browser,your location,for others to place ads targeted to you while you are online later,"interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web5
24,"A browser allows small trackers owned by a data broker to collect your location. Based on the collected data and people similar to you, the data broker is able to infer about your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.). The data broker then keeps this knowledge about you and others in order for others to place ads targeted to you while you are online later.",browser,your location,for others to place ads targeted to you while you are online later,"recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web5
25,"A browser allows small trackers owned by a data broker to collect your location. Based on the collected data and people similar to you, the data broker is able to infer about your demographics such as age, gender, race, family status, income, sexual orientation etc.. The data broker then keeps this knowledge about you and others in order to improve services generally.",browser,your location,to improve services generally,"demographics such as age, gender, race, family status, income, sexual orientation etc.",web5
26,"A browser allows small trackers owned by a data broker to collect your location. Based on the collected data and people similar to you, the data broker is able to infer about your your emotional state or your mood. The data broker then keeps this knowledge about you and others in order to improve services generally.",browser,your location,to improve services generally,your emotional state or your mood,web5
27,"A browser allows small trackers owned by a data broker to collect your location. Based on the collected data and people similar to you, the data broker is able to infer about your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.). The data broker then keeps this knowledge about you and others in order to improve services generally.",browser,your location,to improve services generally,"friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web5
28,"A browser allows small trackers owned by a data broker to collect your location. Based on the collected data and people similar to you, the data broker is able to infer about your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.). The data broker then keeps this knowledge about you and others in order to improve services generally.",browser,your location,to improve services generally,"interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web5
29,"A browser allows small trackers owned by a data broker to collect your location. Based on the collected data and people similar to you, the data broker is able to infer about your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.). The data broker then keeps this knowledge about you and others in order to improve services generally.",browser,your location,to improve services generally,"recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web5
30,"A browser allows small trackers owned by a data broker to collect your location. Based on the collected data and people similar to you, the data broker is able to infer about your demographics such as age, gender, race, family status, income, sexual orientation etc.. The data broker then keeps this knowledge about you and others in order to place ads targeted to you while on their site.",browser,your location,to place ads targeted to you while on their site,"demographics such as age, gender, race, family status, income, sexual orientation etc.",web5
31,"A browser allows small trackers owned by a data broker to collect your location. Based on the collected data and people similar to you, the data broker is able to infer about your your emotional state or your mood. The data broker then keeps this knowledge about you and others in order to place ads targeted to you while on their site.",browser,your location,to place ads targeted to you while on their site,your emotional state or your mood,web5
32,"A browser allows small trackers owned by a data broker to collect your location. Based on the collected data and people similar to you, the data broker is able to infer about your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.). The data broker then keeps this knowledge about you and others in order to place ads targeted to you while on their site.",browser,your location,to place ads targeted to you while on their site,"friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web5
33,"A browser allows small trackers owned by a data broker to collect your location. Based on the collected data and people similar to you, the data broker is able to infer about your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.). The data broker then keeps this knowledge about you and others in order to place ads targeted to you while on their site.",browser,your location,to place ads targeted to you while on their site,"interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web5
34,"A browser allows small trackers owned by a data broker to collect your location. Based on the collected data and people similar to you, the data broker is able to infer about your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.). The data broker then keeps this knowledge about you and others in order to place ads targeted to you while on their site.",browser,your location,to place ads targeted to you while on their site,"recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web5
35,"A browser allows small trackers owned by a data broker to collect your location. Based on the collected data and people similar to you, the data broker is able to infer about your demographics such as age, gender, race, family status, income, sexual orientation etc.. The data broker then keeps this knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution).",browser,your location,"to sell access to their data (e.g., to a potential buyer or lending institution)","demographics such as age, gender, race, family status, income, sexual orientation etc.",web5
36,"A browser allows small trackers owned by a data broker to collect your location. Based on the collected data and people similar to you, the data broker is able to infer about your your emotional state or your mood. The data broker then keeps this knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution).",browser,your location,"to sell access to their data (e.g., to a potential buyer or lending institution)",your emotional state or your mood,web5
37,"A browser allows small trackers owned by a data broker to collect your location. Based on the collected data and people similar to you, the data broker is able to infer about your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.). The data broker then keeps this knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution).",browser,your location,"to sell access to their data (e.g., to a potential buyer or lending institution)","friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web5
38,"A browser allows small trackers owned by a data broker to collect your location. Based on the collected data and people similar to you, the data broker is able to infer about your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.). The data broker then keeps this knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution).",browser,your location,"to sell access to their data (e.g., to a potential buyer or lending institution)","interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web5
39,"A browser allows small trackers owned by a data broker to collect your location. Based on the collected data and people similar to you, the data broker is able to infer about your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.). The data broker then keeps this knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution).",browser,your location,"to sell access to their data (e.g., to a potential buyer or lending institution)","recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web5
40,"A browser allows small trackers owned by a data broker to collect your search history. Based on the collected data and people similar to you, the data broker is able to infer about your demographics such as age, gender, race, family status, income, sexual orientation etc.. The data broker then keeps this knowledge about you and others in order for others to place ads targeted to you while you are online later.",browser,your search history,for others to place ads targeted to you while you are online later,"demographics such as age, gender, race, family status, income, sexual orientation etc.",web5
41,"A browser allows small trackers owned by a data broker to collect your search history. Based on the collected data and people similar to you, the data broker is able to infer about your your emotional state or your mood. The data broker then keeps this knowledge about you and others in order for others to place ads targeted to you while you are online later.",browser,your search history,for others to place ads targeted to you while you are online later,your emotional state or your mood,web5
42,"A browser allows small trackers owned by a data broker to collect your search history. Based on the collected data and people similar to you, the data broker is able to infer about your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.). The data broker then keeps this knowledge about you and others in order for others to place ads targeted to you while you are online later.",browser,your search history,for others to place ads targeted to you while you are online later,"friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web5
43,"A browser allows small trackers owned by a data broker to collect your search history. Based on the collected data and people similar to you, the data broker is able to infer about your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.). The data broker then keeps this knowledge about you and others in order for others to place ads targeted to you while you are online later.",browser,your search history,for others to place ads targeted to you while you are online later,"interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web5
44,"A browser allows small trackers owned by a data broker to collect your search history. Based on the collected data and people similar to you, the data broker is able to infer about your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.). The data broker then keeps this knowledge about you and others in order for others to place ads targeted to you while you are online later.",browser,your search history,for others to place ads targeted to you while you are online later,"recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web5
45,"A browser allows small trackers owned by a data broker to collect your search history. Based on the collected data and people similar to you, the data broker is able to infer about your demographics such as age, gender, race, family status, income, sexual orientation etc.. The data broker then keeps this knowledge about you and others in order to improve services generally.",browser,your search history,to improve services generally,"demographics such as age, gender, race, family status, income, sexual orientation etc.",web5
46,"A browser allows small trackers owned by a data broker to collect your search history. Based on the collected data and people similar to you, the data broker is able to infer about your your emotional state or your mood. The data broker then keeps this knowledge about you and others in order to improve services generally.",browser,your search history,to improve services generally,your emotional state or your mood,web5
47,"A browser allows small trackers owned by a data broker to collect your search history. Based on the collected data and people similar to you, the data broker is able to infer about your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.). The data broker then keeps this knowledge about you and others in order to improve services generally.",browser,your search history,to improve services generally,"friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web5
48,"A browser allows small trackers owned by a data broker to collect your search history. Based on the collected data and people similar to you, the data broker is able to infer about your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.). The data broker then keeps this knowledge about you and others in order to improve services generally.",browser,your search history,to improve services generally,"interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web5
49,"A browser allows small trackers owned by a data broker to collect your search history. Based on the collected data and people similar to you, the data broker is able to infer about your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.). The data broker then keeps this knowledge about you and others in order to improve services generally.",browser,your search history,to improve services generally,"recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web5
50,"A browser allows small trackers owned by a data broker to collect your search history. Based on the collected data and people similar to you, the data broker is able to infer about your demographics such as age, gender, race, family status, income, sexual orientation etc.. The data broker then keeps this knowledge about you and others in order to place ads targeted to you while on their site.",browser,your search history,to place ads targeted to you while on their site,"demographics such as age, gender, race, family status, income, sexual orientation etc.",web5
51,"A browser allows small trackers owned by a data broker to collect your search history. Based on the collected data and people similar to you, the data broker is able to infer about your your emotional state or your mood. The data broker then keeps this knowledge about you and others in order to place ads targeted to you while on their site.",browser,your search history,to place ads targeted to you while on their site,your emotional state or your mood,web5
52,"A browser allows small trackers owned by a data broker to collect your search history. Based on the collected data and people similar to you, the data broker is able to infer about your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.). The data broker then keeps this knowledge about you and others in order to place ads targeted to you while on their site.",browser,your search history,to place ads targeted to you while on their site,"friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web5
53,"A browser allows small trackers owned by a data broker to collect your search history. Based on the collected data and people similar to you, the data broker is able to infer about your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.). The data broker then keeps this knowledge about you and others in order to place ads targeted to you while on their site.",browser,your search history,to place ads targeted to you while on their site,"interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web5
54,"A browser allows small trackers owned by a data broker to collect your search history. Based on the collected data and people similar to you, the data broker is able to infer about your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.). The data broker then keeps this knowledge about you and others in order to place ads targeted to you while on their site.",browser,your search history,to place ads targeted to you while on their site,"recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web5
55,"A browser allows small trackers owned by a data broker to collect your search history. Based on the collected data and people similar to you, the data broker is able to infer about your demographics such as age, gender, race, family status, income, sexual orientation etc.. The data broker then keeps this knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution).",browser,your search history,"to sell access to their data (e.g., to a potential buyer or lending institution)","demographics such as age, gender, race, family status, income, sexual orientation etc.",web5
56,"A browser allows small trackers owned by a data broker to collect your search history. Based on the collected data and people similar to you, the data broker is able to infer about your your emotional state or your mood. The data broker then keeps this knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution).",browser,your search history,"to sell access to their data (e.g., to a potential buyer or lending institution)",your emotional state or your mood,web5
57,"A browser allows small trackers owned by a data broker to collect your search history. Based on the collected data and people similar to you, the data broker is able to infer about your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.). The data broker then keeps this knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution).",browser,your search history,"to sell access to their data (e.g., to a potential buyer or lending institution)","friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web5
58,"A browser allows small trackers owned by a data broker to collect your search history. Based on the collected data and people similar to you, the data broker is able to infer about your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.). The data broker then keeps this knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution).",browser,your search history,"to sell access to their data (e.g., to a potential buyer or lending institution)","interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web5
59,"A browser allows small trackers owned by a data broker to collect your search history. Based on the collected data and people similar to you, the data broker is able to infer about your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.). The data broker then keeps this knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution).",browser,your search history,"to sell access to their data (e.g., to a potential buyer or lending institution)","recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web5
60,"A browser allows small trackers owned by a data broker to collect the data you included in your profile. Based on the collected data and people similar to you, the data broker is able to infer about your demographics such as age, gender, race, family status, income, sexual orientation etc.. The data broker then keeps this knowledge about you and others in order for others to place ads targeted to you while you are online later.",browser,the data you included in your profile,for others to place ads targeted to you while you are online later,"demographics such as age, gender, race, family status, income, sexual orientation etc.",web5
61,"A browser allows small trackers owned by a data broker to collect the data you included in your profile. Based on the collected data and people similar to you, the data broker is able to infer about your your emotional state or your mood. The data broker then keeps this knowledge about you and others in order for others to place ads targeted to you while you are online later.",browser,the data you included in your profile,for others to place ads targeted to you while you are online later,your emotional state or your mood,web5
62,"A browser allows small trackers owned by a data broker to collect the data you included in your profile. Based on the collected data and people similar to you, the data broker is able to infer about your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.). The data broker then keeps this knowledge about you and others in order for others to place ads targeted to you while you are online later.",browser,the data you included in your profile,for others to place ads targeted to you while you are online later,"friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web5
63,"A browser allows small trackers owned by a data broker to collect the data you included in your profile. Based on the collected data and people similar to you, the data broker is able to infer about your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.). The data broker then keeps this knowledge about you and others in order for others to place ads targeted to you while you are online later.",browser,the data you included in your profile,for others to place ads targeted to you while you are online later,"interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web5
64,"A browser allows small trackers owned by a data broker to collect the data you included in your profile. Based on the collected data and people similar to you, the data broker is able to infer about your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.). The data broker then keeps this knowledge about you and others in order for others to place ads targeted to you while you are online later.",browser,the data you included in your profile,for others to place ads targeted to you while you are online later,"recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web5
65,"A browser allows small trackers owned by a data broker to collect the data you included in your profile. Based on the collected data and people similar to you, the data broker is able to infer about your demographics such as age, gender, race, family status, income, sexual orientation etc.. The data broker then keeps this knowledge about you and others in order to improve services generally.",browser,the data you included in your profile,to improve services generally,"demographics such as age, gender, race, family status, income, sexual orientation etc.",web5
66,"A browser allows small trackers owned by a data broker to collect the data you included in your profile. Based on the collected data and people similar to you, the data broker is able to infer about your your emotional state or your mood. The data broker then keeps this knowledge about you and others in order to improve services generally.",browser,the data you included in your profile,to improve services generally,your emotional state or your mood,web5
67,"A browser allows small trackers owned by a data broker to collect the data you included in your profile. Based on the collected data and people similar to you, the data broker is able to infer about your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.). The data broker then keeps this knowledge about you and others in order to improve services generally.",browser,the data you included in your profile,to improve services generally,"friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web5
68,"A browser allows small trackers owned by a data broker to collect the data you included in your profile. Based on the collected data and people similar to you, the data broker is able to infer about your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.). The data broker then keeps this knowledge about you and others in order to improve services generally.",browser,the data you included in your profile,to improve services generally,"interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web5
69,"A browser allows small trackers owned by a data broker to collect the data you included in your profile. Based on the collected data and people similar to you, the data broker is able to infer about your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.). The data broker then keeps this knowledge about you and others in order to improve services generally.",browser,the data you included in your profile,to improve services generally,"recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web5
70,"A browser allows small trackers owned by a data broker to collect the data you included in your profile. Based on the collected data and people similar to you, the data broker is able to infer about your demographics such as age, gender, race, family status, income, sexual orientation etc.. The data broker then keeps this knowledge about you and others in order to place ads targeted to you while on their site.",browser,the data you included in your profile,to place ads targeted to you while on their site,"demographics such as age, gender, race, family status, income, sexual orientation etc.",web5
71,"A browser allows small trackers owned by a data broker to collect the data you included in your profile. Based on the collected data and people similar to you, the data broker is able to infer about your your emotional state or your mood. The data broker then keeps this knowledge about you and others in order to place ads targeted to you while on their site.",browser,the data you included in your profile,to place ads targeted to you while on their site,your emotional state or your mood,web5
72,"A browser allows small trackers owned by a data broker to collect the data you included in your profile. Based on the collected data and people similar to you, the data broker is able to infer about your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.). The data broker then keeps this knowledge about you and others in order to place ads targeted to you while on their site.",browser,the data you included in your profile,to place ads targeted to you while on their site,"friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web5
73,"A browser allows small trackers owned by a data broker to collect the data you included in your profile. Based on the collected data and people similar to you, the data broker is able to infer about your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.). The data broker then keeps this knowledge about you and others in order to place ads targeted to you while on their site.",browser,the data you included in your profile,to place ads targeted to you while on their site,"interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web5
74,"A browser allows small trackers owned by a data broker to collect the data you included in your profile. Based on the collected data and people similar to you, the data broker is able to infer about your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.). The data broker then keeps this knowledge about you and others in order to place ads targeted to you while on their site.",browser,the data you included in your profile,to place ads targeted to you while on their site,"recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web5
75,"A browser allows small trackers owned by a data broker to collect the data you included in your profile. Based on the collected data and people similar to you, the data broker is able to infer about your demographics such as age, gender, race, family status, income, sexual orientation etc.. The data broker then keeps this knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution).",browser,the data you included in your profile,"to sell access to their data (e.g., to a potential buyer or lending institution)","demographics such as age, gender, race, family status, income, sexual orientation etc.",web5
