,vignette,actor,infotype,use,inference,type
12,"A browser collects your your likes, clicks and engagement online. While the data never leaves the original company, a data broker is allowed to infer your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.) based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to place ads targeted to you while on their site.",browser,"your likes, clicks and engagement online",to place ads targeted to you while on their site,"friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web4
13,"A browser collects your your likes, clicks and engagement online. While the data never leaves the original company, a data broker is allowed to infer your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.) based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to place ads targeted to you while on their site.",browser,"your likes, clicks and engagement online",to place ads targeted to you while on their site,"interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web4
14,"A browser collects your your likes, clicks and engagement online. While the data never leaves the original company, a data broker is allowed to infer your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.) based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to place ads targeted to you while on their site.",browser,"your likes, clicks and engagement online",to place ads targeted to you while on their site,"recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web4
15,"A browser collects your your likes, clicks and engagement online. While the data never leaves the original company, a data broker is allowed to infer your demographics such as age, gender, race, family status, income, sexual orientation etc. based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution).",browser,"your likes, clicks and engagement online","to sell access to their data (e.g., to a potential buyer or lending institution)","demographics such as age, gender, race, family status, income, sexual orientation etc.",web4
16,"A browser collects your your likes, clicks and engagement online. While the data never leaves the original company, a data broker is allowed to infer your your emotional state or your mood based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution).",browser,"your likes, clicks and engagement online","to sell access to their data (e.g., to a potential buyer or lending institution)",your emotional state or your mood,web4
17,"A browser collects your your likes, clicks and engagement online. While the data never leaves the original company, a data broker is allowed to infer your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.) based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution).",browser,"your likes, clicks and engagement online","to sell access to their data (e.g., to a potential buyer or lending institution)","friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web4
18,"A browser collects your your likes, clicks and engagement online. While the data never leaves the original company, a data broker is allowed to infer your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.) based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution).",browser,"your likes, clicks and engagement online","to sell access to their data (e.g., to a potential buyer or lending institution)","interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web4
19,"A browser collects your your likes, clicks and engagement online. While the data never leaves the original company, a data broker is allowed to infer your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.) based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution).",browser,"your likes, clicks and engagement online","to sell access to their data (e.g., to a potential buyer or lending institution)","recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web4
20,"A browser collects your your location. While the data never leaves the original company, a data broker is allowed to infer your demographics such as age, gender, race, family status, income, sexual orientation etc. based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order for others to place ads targeted to you while you are online later.",browser,your location,for others to place ads targeted to you while you are online later,"demographics such as age, gender, race, family status, income, sexual orientation etc.",web4
21,"A browser collects your your location. While the data never leaves the original company, a data broker is allowed to infer your your emotional state or your mood based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order for others to place ads targeted to you while you are online later.",browser,your location,for others to place ads targeted to you while you are online later,your emotional state or your mood,web4
22,"A browser collects your your location. While the data never leaves the original company, a data broker is allowed to infer your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.) based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order for others to place ads targeted to you while you are online later.",browser,your location,for others to place ads targeted to you while you are online later,"friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web4
23,"A browser collects your your location. While the data never leaves the original company, a data broker is allowed to infer your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.) based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order for others to place ads targeted to you while you are online later.",browser,your location,for others to place ads targeted to you while you are online later,"interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web4
24,"A browser collects your your location. While the data never leaves the original company, a data broker is allowed to infer your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.) based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order for others to place ads targeted to you while you are online later.",browser,your location,for others to place ads targeted to you while you are online later,"recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web4
25,"A browser collects your your location. While the data never leaves the original company, a data broker is allowed to infer your demographics such as age, gender, race, family status, income, sexual orientation etc. based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to improve services generally.",browser,your location,to improve services generally,"demographics such as age, gender, race, family status, income, sexual orientation etc.",web4
26,"A browser collects your your location. While the data never leaves the original company, a data broker is allowed to infer your your emotional state or your mood based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to improve services generally.",browser,your location,to improve services generally,your emotional state or your mood,web4
27,"A browser collects your your location. While the data never leaves the original company, a data broker is allowed to infer your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.) based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to improve services generally.",browser,your location,to improve services generally,"friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web4
28,"A browser collects your your location. While the data never leaves the original company, a data broker is allowed to infer your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.) based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to improve services generally.",browser,your location,to improve services generally,"interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web4
29,"A browser collects your your location. While the data never leaves the original company, a data broker is allowed to infer your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.) based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to improve services generally.",browser,your location,to improve services generally,"recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web4
30,"A browser collects your your location. While the data never leaves the original company, a data broker is allowed to infer your demographics such as age, gender, race, family status, income, sexual orientation etc. based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to place ads targeted to you while on their site.",browser,your location,to place ads targeted to you while on their site,"demographics such as age, gender, race, family status, income, sexual orientation etc.",web4
31,"A browser collects your your location. While the data never leaves the original company, a data broker is allowed to infer your your emotional state or your mood based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to place ads targeted to you while on their site.",browser,your location,to place ads targeted to you while on their site,your emotional state or your mood,web4
32,"A browser collects your your location. While the data never leaves the original company, a data broker is allowed to infer your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.) based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to place ads targeted to you while on their site.",browser,your location,to place ads targeted to you while on their site,"friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web4
33,"A browser collects your your location. While the data never leaves the original company, a data broker is allowed to infer your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.) based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to place ads targeted to you while on their site.",browser,your location,to place ads targeted to you while on their site,"interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web4
34,"A browser collects your your location. While the data never leaves the original company, a data broker is allowed to infer your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.) based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to place ads targeted to you while on their site.",browser,your location,to place ads targeted to you while on their site,"recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web4
35,"A browser collects your your location. While the data never leaves the original company, a data broker is allowed to infer your demographics such as age, gender, race, family status, income, sexual orientation etc. based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution).",browser,your location,"to sell access to their data (e.g., to a potential buyer or lending institution)","demographics such as age, gender, race, family status, income, sexual orientation etc.",web4
36,"A browser collects your your location. While the data never leaves the original company, a data broker is allowed to infer your your emotional state or your mood based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution).",browser,your location,"to sell access to their data (e.g., to a potential buyer or lending institution)",your emotional state or your mood,web4
37,"A browser collects your your location. While the data never leaves the original company, a data broker is allowed to infer your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.) based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution).",browser,your location,"to sell access to their data (e.g., to a potential buyer or lending institution)","friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web4
38,"A browser collects your your location. While the data never leaves the original company, a data broker is allowed to infer your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.) based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution).",browser,your location,"to sell access to their data (e.g., to a potential buyer or lending institution)","interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web4
39,"A browser collects your your location. While the data never leaves the original company, a data broker is allowed to infer your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.) based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution).",browser,your location,"to sell access to their data (e.g., to a potential buyer or lending institution)","recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web4
40,"A browser collects your your search history. While the data never leaves the original company, a data broker is allowed to infer your demographics such as age, gender, race, family status, income, sexual orientation etc. based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order for others to place ads targeted to you while you are online later.",browser,your search history,for others to place ads targeted to you while you are online later,"demographics such as age, gender, race, family status, income, sexual orientation etc.",web4
41,"A browser collects your your search history. While the data never leaves the original company, a data broker is allowed to infer your your emotional state or your mood based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order for others to place ads targeted to you while you are online later.",browser,your search history,for others to place ads targeted to you while you are online later,your emotional state or your mood,web4
42,"A browser collects your your search history. While the data never leaves the original company, a data broker is allowed to infer your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.) based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order for others to place ads targeted to you while you are online later.",browser,your search history,for others to place ads targeted to you while you are online later,"friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web4
43,"A browser collects your your search history. While the data never leaves the original company, a data broker is allowed to infer your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.) based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order for others to place ads targeted to you while you are online later.",browser,your search history,for others to place ads targeted to you while you are online later,"interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web4
44,"A browser collects your your search history. While the data never leaves the original company, a data broker is allowed to infer your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.) based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order for others to place ads targeted to you while you are online later.",browser,your search history,for others to place ads targeted to you while you are online later,"recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web4
45,"A browser collects your your search history. While the data never leaves the original company, a data broker is allowed to infer your demographics such as age, gender, race, family status, income, sexual orientation etc. based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to improve services generally.",browser,your search history,to improve services generally,"demographics such as age, gender, race, family status, income, sexual orientation etc.",web4
46,"A browser collects your your search history. While the data never leaves the original company, a data broker is allowed to infer your your emotional state or your mood based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to improve services generally.",browser,your search history,to improve services generally,your emotional state or your mood,web4
47,"A browser collects your your search history. While the data never leaves the original company, a data broker is allowed to infer your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.) based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to improve services generally.",browser,your search history,to improve services generally,"friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web4
48,"A browser collects your your search history. While the data never leaves the original company, a data broker is allowed to infer your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.) based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to improve services generally.",browser,your search history,to improve services generally,"interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web4
49,"A browser collects your your search history. While the data never leaves the original company, a data broker is allowed to infer your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.) based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to improve services generally.",browser,your search history,to improve services generally,"recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web4
50,"A browser collects your your search history. While the data never leaves the original company, a data broker is allowed to infer your demographics such as age, gender, race, family status, income, sexual orientation etc. based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to place ads targeted to you while on their site.",browser,your search history,to place ads targeted to you while on their site,"demographics such as age, gender, race, family status, income, sexual orientation etc.",web4
51,"A browser collects your your search history. While the data never leaves the original company, a data broker is allowed to infer your your emotional state or your mood based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to place ads targeted to you while on their site.",browser,your search history,to place ads targeted to you while on their site,your emotional state or your mood,web4
52,"A browser collects your your search history. While the data never leaves the original company, a data broker is allowed to infer your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.) based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to place ads targeted to you while on their site.",browser,your search history,to place ads targeted to you while on their site,"friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web4
53,"A browser collects your your search history. While the data never leaves the original company, a data broker is allowed to infer your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.) based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to place ads targeted to you while on their site.",browser,your search history,to place ads targeted to you while on their site,"interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web4
54,"A browser collects your your search history. While the data never leaves the original company, a data broker is allowed to infer your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.) based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to place ads targeted to you while on their site.",browser,your search history,to place ads targeted to you while on their site,"recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web4
55,"A browser collects your your search history. While the data never leaves the original company, a data broker is allowed to infer your demographics such as age, gender, race, family status, income, sexual orientation etc. based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution).",browser,your search history,"to sell access to their data (e.g., to a potential buyer or lending institution)","demographics such as age, gender, race, family status, income, sexual orientation etc.",web4
56,"A browser collects your your search history. While the data never leaves the original company, a data broker is allowed to infer your your emotional state or your mood based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution).",browser,your search history,"to sell access to their data (e.g., to a potential buyer or lending institution)",your emotional state or your mood,web4
57,"A browser collects your your search history. While the data never leaves the original company, a data broker is allowed to infer your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.) based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution).",browser,your search history,"to sell access to their data (e.g., to a potential buyer or lending institution)","friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web4
58,"A browser collects your your search history. While the data never leaves the original company, a data broker is allowed to infer your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.) based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution).",browser,your search history,"to sell access to their data (e.g., to a potential buyer or lending institution)","interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web4
59,"A browser collects your your search history. While the data never leaves the original company, a data broker is allowed to infer your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.) based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution).",browser,your search history,"to sell access to their data (e.g., to a potential buyer or lending institution)","recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web4
60,"A browser collects your the data you included in your profile. While the data never leaves the original company, a data broker is allowed to infer your demographics such as age, gender, race, family status, income, sexual orientation etc. based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order for others to place ads targeted to you while you are online later.",browser,the data you included in your profile,for others to place ads targeted to you while you are online later,"demographics such as age, gender, race, family status, income, sexual orientation etc.",web4
61,"A browser collects your the data you included in your profile. While the data never leaves the original company, a data broker is allowed to infer your your emotional state or your mood based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order for others to place ads targeted to you while you are online later.",browser,the data you included in your profile,for others to place ads targeted to you while you are online later,your emotional state or your mood,web4
62,"A browser collects your the data you included in your profile. While the data never leaves the original company, a data broker is allowed to infer your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.) based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order for others to place ads targeted to you while you are online later.",browser,the data you included in your profile,for others to place ads targeted to you while you are online later,"friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web4
63,"A browser collects your the data you included in your profile. While the data never leaves the original company, a data broker is allowed to infer your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.) based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order for others to place ads targeted to you while you are online later.",browser,the data you included in your profile,for others to place ads targeted to you while you are online later,"interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web4
64,"A browser collects your the data you included in your profile. While the data never leaves the original company, a data broker is allowed to infer your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.) based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order for others to place ads targeted to you while you are online later.",browser,the data you included in your profile,for others to place ads targeted to you while you are online later,"recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web4
65,"A browser collects your the data you included in your profile. While the data never leaves the original company, a data broker is allowed to infer your demographics such as age, gender, race, family status, income, sexual orientation etc. based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to improve services generally.",browser,the data you included in your profile,to improve services generally,"demographics such as age, gender, race, family status, income, sexual orientation etc.",web4
66,"A browser collects your the data you included in your profile. While the data never leaves the original company, a data broker is allowed to infer your your emotional state or your mood based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to improve services generally.",browser,the data you included in your profile,to improve services generally,your emotional state or your mood,web4
67,"A browser collects your the data you included in your profile. While the data never leaves the original company, a data broker is allowed to infer your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.) based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to improve services generally.",browser,the data you included in your profile,to improve services generally,"friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web4
68,"A browser collects your the data you included in your profile. While the data never leaves the original company, a data broker is allowed to infer your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.) based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to improve services generally.",browser,the data you included in your profile,to improve services generally,"interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web4
69,"A browser collects your the data you included in your profile. While the data never leaves the original company, a data broker is allowed to infer your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.) based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to improve services generally.",browser,the data you included in your profile,to improve services generally,"recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web4
70,"A browser collects your the data you included in your profile. While the data never leaves the original company, a data broker is allowed to infer your demographics such as age, gender, race, family status, income, sexual orientation etc. based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to place ads targeted to you while on their site.",browser,the data you included in your profile,to place ads targeted to you while on their site,"demographics such as age, gender, race, family status, income, sexual orientation etc.",web4
71,"A browser collects your the data you included in your profile. While the data never leaves the original company, a data broker is allowed to infer your your emotional state or your mood based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to place ads targeted to you while on their site.",browser,the data you included in your profile,to place ads targeted to you while on their site,your emotional state or your mood,web4
72,"A browser collects your the data you included in your profile. While the data never leaves the original company, a data broker is allowed to infer your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.) based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to place ads targeted to you while on their site.",browser,the data you included in your profile,to place ads targeted to you while on their site,"friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web4
73,"A browser collects your the data you included in your profile. While the data never leaves the original company, a data broker is allowed to infer your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.) based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to place ads targeted to you while on their site.",browser,the data you included in your profile,to place ads targeted to you while on their site,"interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web4
74,"A browser collects your the data you included in your profile. While the data never leaves the original company, a data broker is allowed to infer your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.) based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to place ads targeted to you while on their site.",browser,the data you included in your profile,to place ads targeted to you while on their site,"recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web4
75,"A browser collects your the data you included in your profile. While the data never leaves the original company, a data broker is allowed to infer your demographics such as age, gender, race, family status, income, sexual orientation etc. based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution).",browser,the data you included in your profile,"to sell access to their data (e.g., to a potential buyer or lending institution)","demographics such as age, gender, race, family status, income, sexual orientation etc.",web4
